Date,Station,Latitude,Longitude,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2010-08-07,2,41.786,-87.752,84,66,75.0,M,63,67,0,10,-,-, ,M,M,M,0.0,29.26,29.91,7.1,23,7.5
2010-08-08,1,41.995,-87.933,87,69,78.0, 5,67,70,0,13,0452,1903,RA BR,0,M,0.0,0.08,29.13,29.86,9.3,22,9.9
2010-08-08,2,41.786,-87.752,87,71,79.0,M,66,70,0,14,-,-, ,M,M,M,0.05,29.21,29.85,8.6,21,9.3
2010-08-09,1,41.995,-87.933,88,72,80.0, 7,71,74,0,15,0453,1902,TS,0,M,0.0,0.15,29.20,29.90,4.1,24,7.1
2010-08-09,2,41.786,-87.752,89,75,82.0,M,69,73,0,17,-,-,HZ,M,M,M,0.0,29.26,29.88,4.4,24,6.5
2010-08-10,1,41.995,-87.933,89,75,82.0, 9,71,74,0,17,0454,1900, ,0,M,0.0,0.0,29.23,29.93,4.4,7,4.9
2010-08-10,2,41.786,-87.752,88,77,82.5,M,71,74,0,18,-,-, ,M,M,M,0.0,29.28,29.91,5.5,8,5.9
2010-08-11,1,41.995,-87.933,90,75,82.5,10,70,74,0,18,0455,1859,BR,0,M,0.0,0.0,29.13,29.84,4.2,28,6.0
2010-08-11,2,41.786,-87.752,90,77,83.5,M,69,74,0,19,-,-,HZ,M,M,M,0.0,29.20,29.82,5.2,27,7.4
2010-08-12,1,41.995,-87.933,92,74,83.0,10,70,74,0,18,0456,1858, ,0,M,0.0,0.0,29.13,29.83,3.3,10,5.7
2010-08-12,2,41.786,-87.752,89,75,82.0,M,69,74,0,17,-,-, ,M,M,M,0.0,29.18,29.81,3.3,8,5.7
2010-08-13,1,41.995,-87.933,92,73,82.5,10,70,74,0,18,0457,1856,TS BR,0,M,0.0,0.25,29.07,29.78,7.2,18,7.6
2010-08-13,2,41.786,-87.752,93,72,82.5,M,70,74,0,18,-,-,RA BR,M,M,M,0.66,29.13,29.76,7.4,17,9.0
2010-08-14,1,41.995,-87.933,88,72,80.0, 8,69,73,0,15,0458,1855, ,0,M,0.0,0.0,29.11,29.82,3.6,25,5.0
2010-08-14,2,41.786,-87.752,88,72,80.0,M,68,72,0,15,-,-, ,M,M,M,0.0,29.18,29.80,2.8,22,4.2
2010-08-15,1,41.995,-87.933,83,66,74.5, 3,62,67,0,10,0459,1854, ,0,M,0.0,0.0,29.21,29.90,8.1,29,8.8
2010-08-15,2,41.786,-87.752,84,67,75.5,M,62,68,0,11,-,-, ,M,M,M,0.0,29.26,29.88,8.5,29,9.3
2010-08-16,1,41.995,-87.933,80,63,71.5, 0,54,62,0, 7,0500,1852, ,0,M,0.0,0.0,29.31,30.01,8.6,28,9.3
2010-08-16,2,41.786,-87.752,80,64,72.0,M,54,62,0, 7,-,-, ,M,M,M,0.0,29.36,30.00,9.3,27,9.9
2010-08-17,1,41.995,-87.933,79,64,71.5, 0,57,63,0, 7,0501,1851,RA,0,M,0.0,0.03,29.36,30.07,4.5,30,6.1
2010-08-17,2,41.786,-87.752,79,65,72.0,M,57,63,0, 7,-,-,RA,M,M,M,0.03,29.41,30.05,3.8,28,6.0
2010-08-18,1,41.995,-87.933,84,63,73.5, 2,61,66,0, 9,0502,1849,RA,0,M,0.0,0.05,29.29,30.02,1.5,20,3.5
2010-08-18,2,41.786,-87.752,83,64,73.5,M,60,65,0, 9,-,-,RA,M,M,M,0.04,29.34,30.00,1.2,18,3.4
2010-08-19,1,41.995,-87.933,88,66,77.0, 6,65,69,0,12,0503,1848, ,0,M,0.0,0.0,29.18,29.91,4.6,21,5.0
2010-08-19,2,41.786,-87.752,87,69,78.0,M,63,69,0,13,-,-, ,M,M,M,0.0,29.24,29.89,4.6,21,5.5
2010-08-20,1,41.995,-87.933,92,71,81.5,11,68,72,0,17,0504,1846,RA,0,M,0.0,0.03,29.11,29.81,10.5,19,11.2
2010-08-20,2,41.786,-87.752,93,75,84.0,M,66,71,0,19,-,-,RA,M,M,M,0.0,29.16,29.80,10.0,19,10.5
2010-08-21,1,41.995,-87.933,86,71,78.5, 8,69,72,0,14,0505,1845,RA BR,0,M,0.0,0.45,29.13,29.83,2.6,33,6.0
2010-08-21,2,41.786,-87.752,86,71,78.5,M,68,71,0,14,-,-,RA BR,M,M,M,0.59,29.20,29.81,2.6,35,5.2
2010-08-22,1,41.995,-87.933,81,68,74.5, 4,64,67,0,10,0506,1843, ,0,M,0.0,0.0,29.35,30.05,7.9,3,8.5
2010-08-22,2,41.786,-87.752,80,68,74.0,M,64,68,0, 9,-,-, ,M,M,M,0.0,29.40,30.02,9.4,2,10.3
2010-08-23,1,41.995,-87.933,80,65,72.5, 2,63,67,0, 8,0508,1842, ,0,M,0.0,0.0,29.34,30.06,6.0,4,7.3
2010-08-23,2,41.786,-87.752,78,67,72.5,M,63,67,0, 8,-,-, ,M,M,M,0.0,29.40,30.04,6.9,7,8.1
2010-08-24,1,41.995,-87.933,84,64,74.0, 3,62,66,0, 9,0509,1840, ,0,M,0.0,0.0,29.29,30.02,1.2,4,5.8
2010-08-24,2,41.786,-87.752,81,68,74.5,M,61,66,0,10,-,-, ,M,M,M,0.0,29.35,30.00,2.4,8,5.3
2010-08-25,1,41.995,-87.933,79,61,70.0, 0,51,59,0, 5,0510,1839, ,0,M,0.0,0.0,29.38,30.08,9.8,32,10.3
2010-08-25,2,41.786,-87.752,79,63,71.0,M,50,59,0, 6,-,-, ,M,M,M,0.0,29.42,30.06,9.4,33,9.9
2010-08-26,1,41.995,-87.933,79,59,69.0,-1,52,59,0, 4,0511,1837, ,0,M,0.0,0.0,29.44,30.16,0.8,6,5.2
2010-08-26,2,41.786,-87.752,78,62,70.0,M,52,59,0, 5,-,-, ,M,M,M,0.0,29.51,30.15,1.9,14,6.1
2010-08-27,1,41.995,-87.933,86,59,72.5, 3,56,63,0, 8,0512,1835, ,0,M,0.0,0.0,29.39,30.11,8.6,21,9.0
2010-08-27,2,41.786,-87.752,83,61,72.0,M,53,61,0, 7,-,-, ,M,M,M,0.0,29.44,30.10,5.8,21,6.6
2010-08-28,1,41.995,-87.933,88,65,76.5, 7,54,63,0,12,0513,1834, ,0,M,0.0,0.0,29.36,30.08,10.5,19,10.8
2010-08-28,2,41.786,-87.752,87,65,76.0,M,50,61,0,11,-,-, ,M,M,M,0.0,29.42,30.06,7.6,18,7.8
2010-08-29,1,41.995,-87.933,94,71,82.5,13,66,71,0,18,0514,1832, ,0,M,0.0,0.0,29.39,30.10,10.6,19,11.4
2010-08-29,2,41.786,-87.752,93,72,82.5,M,63,69,0,18,-,-, ,M,M,M,0.0,29.45,30.08,7.6,19,7.7
2010-08-30,1,41.995,-87.933,88,74,81.0,11,67,72,0,16,0515,1831, ,0,M,0.0,0.0,29.39,30.13,14.1,19,14.5
2010-08-30,2,41.786,-87.752,88,73,80.5,M,65,70,0,16,-,-, ,M,M,M,0.0,29.49,30.12,10.2,19,10.5
2010-08-31,1,41.995,-87.933,93,75,84.0,15,68,73,0,19,0516,1829, ,0,M,0.0,0.0,29.28,30.01,14.7,20,15.0
2010-08-31,2,41.786,-87.752,92,75,83.5,M,67,72,0,19,-,-, ,M,M,M,0.0,29.34,30.00,12.0,20,12.2
2010-09-01,1,41.995,-87.933,81,71,76.0, 8,68,70,0,11,0517,1827,RA,0,M,0.0,0.17,29.21,29.91,6.2,23,7.3
2010-09-01,2,41.786,-87.752,80,71,75.5,M,66,70,0,11,-,-,RA BR,M,M,M,0.14,29.27,29.90,5.8,22,6.9
2010-09-02,1,41.995,-87.933,83,65,74.0, 6,68,70,0, 9,0518,1826,RA BR,0,M,0.0,1.55,29.09,29.81,5.6,21,6.9
2010-09-02,2,41.786,-87.752,83,66,74.5,M,67,70,0,10,-,-,TSRA RA BR,M,M,M,0.92,29.15,29.80,7.0,21,7.9
2010-09-03,1,41.995,-87.933,70,56,63.0,-5,52,57,2, 0,0519,1824, ,0,M,0.0,0.0,29.11,29.82,15.3,28,15.7
2010-09-03,2,41.786,-87.752,72,57,64.5,M,51,57,0, 0,-,-, ,M,M,M,0.0,29.17,29.81,15.7,28,16.1
2010-09-04,1,41.995,-87.933,68,51,59.5,-8,44,51,5, 0,0520,1822, ,0,M,0.0,0.0,29.25,29.96,11.3,29,11.9
2010-09-04,2,41.786,-87.752,68,52,60.0,M,43,51,5, 0,-,-,RA,M,M,M,0.0,29.31,29.95,11.3,30,11.9
2010-09-05,1,41.995,-87.933,76,49,62.5,-4,50,56,2, 0,0521,1821,RA,0,M,0.0,0.0,29.21,29.95,7.9,20,9.0
2010-09-05,2,41.786,-87.752,77,52,64.5,M,48,56,0, 0,-,-, ,M,M,M,0.0,29.28,29.95,7.2,20,8.0
2010-09-06,1,41.995,-87.933,82,66,74.0, 7,52,61,0, 9,0522,1819, ,0,M,0.0,0.0,29.12,29.83,14.2,20,14.9
2010-09-06,2,41.786,-87.752,84,68,76.0,M,50,60,0,11,-,-, ,M,M,M,0.0,29.18,29.83,13.8,20,14.3
2010-09-07,1,41.995,-87.933,77,58,67.5, 1,49,58,0, 3,0523,1817, ,0,M,0.0,0.0,29.21,29.90,17.4,25,18.8
2010-09-07,2,41.786,-87.752,79,60,69.5,M,47,58,0, 5,-,-, ,M,M,M,0.0,29.28,29.89,16.2,25,17.2
2010-09-08,1,41.995,-87.933,71,51,61.0,-5,48,54,4, 0,0524,1815, ,0,M,0.0,0.0,29.39,30.09,3.9,32,6.5
2010-09-08,2,41.786,-87.752,71,53,62.0,M,47,54,3, 0,-,-, ,M,M,M,0.0,29.44,30.08,3.7,34,7.8
2010-09-09,1,41.995,-87.933,67,50,58.5,-7,49,54,6, 0,0525,1814, ,0,M,0.0,0.0,29.36,30.09,5.7,3,6.5
2010-09-09,2,41.786,-87.752,68,53,60.5,M,49,55,4, 0,-,-, ,M,M,M,0.0,29.42,30.08,5.2,4,6.9
2010-09-10,1,41.995,-87.933,72,55,63.5,-2,51,58,1, 0,0526,1812, ,0,M,0.0,0.0,29.24,29.98,8.3,9,9.4
2010-09-10,2,41.786,-87.752,72,59,65.5,M,50,57,0, 1,-,-, ,M,M,M,0.0,29.29,29.96,9.9,10,11.0
2010-09-11,1,41.995,-87.933,75,58,66.5, 2,55,59,0, 2,0527,1810,RA BR,0,M,0.0,0.24,29.15,29.87,1.9,24,9.4
2010-09-11,2,41.786,-87.752,75,59,67.0,M,54,59,0, 2,-,-,RA BR,M,M,M,0.16,29.21,29.86,1.6,24,8.9
2010-09-12,1,41.995,-87.933,83,54,68.5, 4,51,59,0, 4,0528,1809, ,0,M,0.0,0.0,29.29,30.00,7.5,26,7.9
2010-09-12,2,41.786,-87.752,83,53,68.0,M,50,59,0, 3,-,-, ,M,M,M,0.0,29.36,29.99,7.9,25,8.2
2010-09-13,1,41.995,-87.933,82,57,69.5, 5,50,59,0, 5,0529,1807, ,0,M,0.0,0.0,29.29,30.01,4.9,31,6.1
2010-09-13,2,41.786,-87.752,82,61,71.5,M,53,60,0, 7,-,-, ,M,M,M,0.0,29.35,29.99,1.0,26,4.6
2010-09-14,1,41.995,-87.933,77,54,65.5, 2,49,57,0, 1,0530,1805, ,0,M,0.0,0.0,29.38,30.10,3.8,5,4.9
2010-09-14,2,41.786,-87.752,77,58,67.5,M,48,57,0, 3,-,-, ,M,M,M,0.0,29.44,30.08,4.6,7,5.6
2010-09-15,1,41.995,-87.933,75,59,67.0, 3,54,60,0, 2,0531,1803, ,0,M,0.0,0.0,29.25,30.01,7.6,12,9.1
2010-09-15,2,41.786,-87.752,75,61,68.0,M,52,59,0, 3,-,-,RA BR,M,M,M,0.04,29.31,30.00,7.4,12,8.5
2010-09-16,1,41.995,-87.933,69,53,61.0,-3,56,59,4, 0,0532,1760,RA,0,M,0.0,0.16,29.19,29.88,6.6,33,11.4
2010-09-16,2,41.786,-87.752,70,57,63.5,M,55,59,1, 0,-,-,BR HZ,M,M,M,0.03,29.24,29.87,7.4,33,12.9
2010-09-17,1,41.995,-87.933,74,49,61.5,-2,50,56,3, 0,0533,1758, ,0,M,0.0,0.0,29.36,30.07,3.8,19,4.5
2010-09-17,2,41.786,-87.752,74,51,62.5,M,49,56,2, 0,-,-, ,M,M,M,0.0,29.42,30.06,3.9,19,4.8
2010-09-18,1,41.995,-87.933,65,58,61.5,-2,55,58,3, 0,0535,1756,TSRA BR,0,M,0.0,0.35,29.42,30.13,3.9,3,6.5
2010-09-18,2,41.786,-87.752,66,60,63.0,M,55,58,2, 0,-,-,TSRA RA,M,M,M,0.22,29.49,30.12,2.0,3,7.3
2010-09-19,1,41.995,-87.933,67,55,61.0,-2,49,55,4, 0,0536,1755,RA,0,M,0.0,0.0,29.46,30.18,7.1,4,7.9
2010-09-19,2,41.786,-87.752,68,56,62.0,M,48,55,3, 0,-,-,RA,M,M,M,0.01,29.51,30.17,7.4,4,8.4
2010-09-20,1,41.995,-87.933,75,62,68.5, 7,60,63,0, 4,0537,1753, ,0,M,0.0,0.0,29.29,30.04,4.5,12,6.6
2010-09-20,2,41.786,-87.752,77,63,70.0,M,60,64,0, 5,-,-, ,M,M,M,0.0,29.35,30.02,5.4,12,7.0
2010-09-21,1,41.995,-87.933,88,68,78.0,16,64,68,0,13,0538,1751,TSRA RA,0,M,0.0,0.05,29.16,29.87,10.8,22,11.6
2010-09-21,2,41.786,-87.752,89,67,78.0,M,62,67,0,13,-,-,TSRA RA,M,M,M,0.03,29.23,29.86,9.2,22,10.3
2010-09-22,1,41.995,-87.933,74,63,68.5, 7,61,63,0, 4,0539,1749, ,0,M,0.0,0.0,29.31,30.02,2.8,6,6.0
2010-09-22,2,41.786,-87.752,75,64,69.5,M,61,63,0, 5,-,-,BR,M,M,M,0.0,29.38,30.01,1.8,8,5.2
2010-09-23,1,41.995,-87.933,89,65,77.0,16,62,68,0,12,0540,1748, ,0,M,0.0,0.0,29.15,29.88,16.6,20,17.1
2010-09-23,2,41.786,-87.752,90,66,78.0,M,61,68,0,13,-,-,BR,M,M,M,0.0,29.21,29.87,14.5,21,14.9
2010-09-24,1,41.995,-87.933,80,56,68.0, 7,54,59,0, 3,0541,1746,RA BR,0,M,0.0,0.26,29.18,29.88,15.6,25,17.3
2010-09-24,2,41.786,-87.752,79,57,68.0,M,53,59,0, 3,-,-,RA BR,M,M,M,0.2,29.24,29.87,14.8,25,16.6
2010-09-25,1,41.995,-87.933,60,52,56.0,-5,43,49,9, 0,0542,1744, ,0,M,0.0,0.0,29.40,30.11,6.8,36,8.9
2010-09-25,2,41.786,-87.752,60,52,56.0,M,43,49,9, 0,-,-,RA,M,M,M,0.0,29.45,30.10,7.4,36,9.5
2010-09-26,1,41.995,-87.933,60,50,55.0,-5,45,49,10, 0,0543,1742,RA,0,M,0.0,0.0,29.40,30.13,9.5,2,10.1
2010-09-26,2,41.786,-87.752,60,52,56.0,M,44,50,9, 0,-,-,RA,M,M,M,0.05,29.45,30.12,11.2,2,11.8
2010-09-27,1,41.995,-87.933,65,48,56.5,-3,45,50,8, 0,0544,1741, ,0,M,0.0,0.0,29.18,29.95,1.4,2,4.9
2010-09-27,2,41.786,-87.752,63,49,56.0,M,46,50,9, 0,-,-,RA HZ,M,M,M,0.01,29.24,29.95,0.6,7,2.7
2010-09-28,1,41.995,-87.933,71,46,58.5, 0,45,52,6, 0,0545,1739, ,0,M,0.0,0.0,29.07,29.80,2.5,2,3.7
2010-09-28,2,41.786,-87.752,70,46,58.0,M,44,51,7, 0,-,-, ,M,M,M,0.0,29.13,29.79,2.1,6,3.7
2010-09-29,1,41.995,-87.933,75,52,63.5, 5,48,55,1, 0,0546,1737, ,0,M,0.0,0.0,29.09,29.81,5.4,22,5.7
2010-09-29,2,41.786,-87.752,76,50,63.0,M,45,54,2, 0,-,-, ,M,M,M,0.0,29.15,29.81,5.1,21,5.5
2010-09-30,1,41.995,-87.933,74,52,63.0, 4,49,55,2, 0,0547,1735, ,0,M,0.0,0.0,29.23,29.93,8.3,36,9.3
2010-09-30,2,41.786,-87.752,75,53,64.0,M,49,55,1, 0,-,-, ,M,M,M,0.0,29.29,29.91,8.3,1,10.1
2010-10-01,1,41.995,-87.933,73,48,60.5, 3,44,52,4, 0,0548,1734,RA BR,0,M,0.0,0.08,29.31,30.04,4.2,29,6.2
2010-10-01,2,41.786,-87.752,74,49,61.5,M,43,52,3, 0,-,-,RA,M,M,M,0.02,29.38,30.04,3.9,28,5.6
2010-10-02,1,41.995,-87.933,57,45,51.0,-7,41,46,14, 0,0549,1732,RA,0,M,0.0,0.26,29.47,30.18,15.2,36,15.4
2010-10-02,2,41.786,-87.752,55,46,50.5,M,42,47,14, 0,-,-,RA DZ,M,M,M,0.25,29.52,30.16,17.5,36,17.8
2010-10-03,1,41.995,-87.933,56,42,49.0,-8,39,44,16, 0,0550,1730,RA,0,M,0.0,0.08,29.64,30.36,10.3,1,11.3
2010-10-03,2,41.786,-87.752,57,43,50.0,M,38,44,15, 0,-,-,RA,M,M,M,0.01,29.68,30.35,9.7,36,11.0
2010-10-04,1,41.995,-87.933,60,38,49.0,-8,39,45,16, 0,0552,1729, ,0,M,0.0,0.0,29.65,30.38,2.4,2,3.6
2010-10-04,2,41.786,-87.752,59,41,50.0,M,39,45,15, 0,-,-, ,M,M,M,0.0,29.70,30.38,2.0,3,4.4
2010-10-05,1,41.995,-87.933,68,39,53.5,-3,38,46,11, 0,0553,1727, ,0,M,0.0,0.0,29.59,30.33,1.3,32,3.5
2010-10-05,2,41.786,-87.752,66,40,53.0,M,37,46,12, 0,-,-, ,M,M,M,0.0,29.65,30.34,0.7,36,2.7
2010-10-06,1,41.995,-87.933,78,46,62.0, 6,44,53,3, 0,0554,1725, ,0,M,0.0,0.0,29.33,30.07,7.0,28,7.9
2010-10-06,2,41.786,-87.752,78,45,61.5,M,43,52,3, 0,-,-, ,M,M,M,0.0,29.39,30.08,6.7,27,7.3
2010-10-07,1,41.995,-87.933,76,49,62.5, 7,39,50,2, 0,0555,1724, ,0,M,0.0,0.0,29.36,30.08,5.8,30,6.2
2010-10-07,2,41.786,-87.752,76,49,62.5,M,40,51,2, 0,-,-, ,M,M,M,0.0,29.42,30.08,2.9,31,4.5
2010-10-08,1,41.995,-87.933,79,48,63.5, 8,40,52,1, 0,0556,1722, ,0,M,0.0,0.0,29.31,30.03,7.0,24,7.3
2010-10-08,2,41.786,-87.752,79,49,64.0,M,37,51,1, 0,-,-, ,M,M,M,0.0,29.37,30.03,7.0,24,7.1
2010-10-09,1,41.995,-87.933,86,55,70.5,16,52,59,0, 6,0557,1720, ,0,M,0.0,0.0,29.25,29.98,2.5,24,3.6
2010-10-09,2,41.786,-87.752,87,56,71.5,M,49,59,0, 7,-,-, ,M,M,M,0.0,29.31,29.97,3.9,24,4.2
2010-10-10,1,41.995,-87.933,84,57,70.5,16,50,59,0, 6,0558,1719, ,0,M,0.0,0.0,29.16,29.89,4.0,25,4.1
2010-10-10,2,41.786,-87.752,84,59,71.5,M,50,59,0, 7,-,-, ,M,M,M,0.0,29.23,29.88,3.7,25,3.9
2010-10-11,1,41.995,-87.933,82,54,68.0,14,52,58,0, 3,0559,1717, ,0,M,0.0,0.0,29.12,29.83,2.2,3,4.0
2010-10-11,2,41.786,-87.752,81,57,69.0,M,53,59,0, 4,-,-, ,M,M,M,0.0,29.18,29.82,1.5,34,4.3
2010-10-12,1,41.995,-87.933,76,52,64.0,10,54,58,1, 0,0600,1715, ,0,M,0.0,0.0,29.21,29.92,3.3,6,3.9
2010-10-12,2,41.786,-87.752,76,54,65.0,M,54,59,0, 0,-,-, ,M,M,M,0.0,29.26,29.91,3.1,6,5.0
2010-10-13,1,41.995,-87.933,66,47,56.5, 4,46,52,8, 0,0602,1714,TSRA RA,0,M,0.0,0.1,29.35,30.06,7.2,35,8.6
2010-10-13,2,41.786,-87.752,63,48,55.5,M,48,53,9, 0,-,-,TSRA,M,M,M,0.26,29.40,30.05,7.3,36,8.3
2010-10-14,1,41.995,-87.933,66,43,54.5, 2,32,45,10, 0,0603,1712, ,0,M,0.0,0.0,29.21,29.96,7.2,27,9.2
2010-10-14,2,41.786,-87.752,66,43,54.5,M,32,45,10, 0,-,-, ,M,M,M,0.0,29.28,29.96,6.5,27,8.0
2010-10-15,1,41.995,-87.933,63,44,53.5, 1,41,47,11, 0,0604,1711, ,0,M,0.0,0.0,29.34,30.06,6.4,1,8.1
2010-10-15,2,41.786,-87.752,62,47,54.5,M,41,47,10, 0,-,-, ,M,M,M,0.0,29.40,30.05,6.6,36,9.2
2010-10-16,1,41.995,-87.933,71,40,55.5, 4,39,48,9, 0,0605,1709,BR,0,M,0.0,0.0,29.31,30.04,8.0,23,9.1
2010-10-16,2,41.786,-87.752,71,44,57.5,M,39,48,7, 0,-,-, ,M,M,M,0.0,29.38,30.04,6.4,22,7.1
2010-10-17,1,41.995,-87.933,65,47,56.0, 4,36,46,9, 0,0606,1707, ,0,M,0.0,0.0,29.35,30.08,3.7,1,5.4
2010-10-17,2,41.786,-87.752,64,48,56.0,M,38,47,9, 0,-,-, ,M,M,M,0.0,29.41,30.08,3.6,3,5.3
2010-10-18,1,41.995,-87.933,61,43,52.0, 1,40,47,13, 0,0607,1706, ,0,M,0.0,0.0,29.29,30.02,5.0,4,6.2
2010-10-18,2,41.786,-87.752,60,45,52.5,M,41,47,12, 0,-,-, ,M,M,M,0.0,29.35,30.02,4.1,5,5.6
2010-10-19,1,41.995,-87.933,60,39,49.5,-1,35,43,15, 0,0608,1704, ,0,M,0.0,0.0,29.23,29.98,6.1,27,7.2
2010-10-19,2,41.786,-87.752,61,40,50.5,M,35,44,14, 0,-,-, ,M,M,M,0.0,29.29,29.98,5.3,28,6.4
2010-10-20,1,41.995,-87.933,70,44,57.0, 7,35,46,8, 0,0610,1703, ,0,M,0.0,0.0,29.03,29.76,10.2,26,12.1
2010-10-20,2,41.786,-87.752,70,46,58.0,M,35,46,7, 0,-,-, ,M,M,M,0.0,29.09,29.77,9.9,26,12.2
2010-10-21,1,41.995,-87.933,56,38,47.0,-3,30,40,18, 0,0611,1701, ,0,M,0.0,0.0,29.25,29.96,9.4,30,10.0
2010-10-21,2,41.786,-87.752,56,41,48.5,M,29,40,16, 0,-,-, ,M,M,M,0.0,29.31,29.96,8.5,30,8.8
2010-10-22,1,41.995,-87.933,64,33,48.5,-1,31,42,16, 0,0612,1660, ,0,M,0.0,0.02,29.34,30.07,5.8,21,6.5
2010-10-22,2,41.786,-87.752,65,37,51.0,M,29,42,14, 0,-,-, ,M,M,M,0.01,29.41,30.08,4.9,21,5.1
2010-10-23,1,41.995,-87.933,65,54,59.5,11,47,53,5, 0,0613,1658,RA BR,0,M,0.0,0.1,29.20,29.94,10.0,21,11.4
2010-10-23,2,41.786,-87.752,67,54,60.5,M,43,52,4, 0,-,-,TSRA RA BR,M,M,M,0.21,29.26,29.95,9.8,20,10.3
2010-10-24,1,41.995,-87.933,72,54,63.0,14,53,57,2, 0,0614,1657,RA BR,0,M,0.0,0.05,28.98,29.74,8.4,21,9.6
2010-10-24,2,41.786,-87.752,73,57,65.0,M,51,57,0, 0,-,-,TSRA,M,M,M,1.01,29.05,29.74,7.7,20,8.5
2010-10-25,1,41.995,-87.933,72,56,64.0,16,56,60,1, 0,0616,1656,BR,0,M,0.0,0.0,28.74,29.50,11.6,19,12.4
2010-10-25,2,41.786,-87.752,72,57,64.5,M,56,60,0, 0,-,-,BR,M,M,M,0.01,28.80,29.50,10.1,19,10.7
2010-10-26,1,41.995,-87.933,70,54,62.0,14,47,53,3, 0,0617,1654,RA BR,0,M,0.0,0.24,28.55,29.25,24.1,21,26.3
2010-10-26,2,41.786,-87.752,71,54,62.5,M,47,54,2, 0,-,-,RA BR,M,M,M,0.4,28.63,29.23,19.2,21,21.4
2010-10-27,1,41.995,-87.933,65,43,54.0, 6,32,44,11, 0,0618,1653, ,0,M,0.0,0.0,28.92,29.59,21.8,24,23.2
2010-10-27,2,41.786,-87.752,65,43,54.0,M,31,45,11, 0,-,-, ,M,M,M,0.0,29.00,29.60,20.8,25,22.1
2010-10-28,1,41.995,-87.933,46,39,42.5,-4,31,38,22, 0,0619,1651, ,0,M,0.0,0.0,29.43,30.10,13.7,28,14.1
2010-10-28,2,41.786,-87.752,46,39,42.5,M,30,38,22, 0,-,-, ,M,M,M,0.0,29.49,30.12,14.9,28,15.2
2010-10-29,1,41.995,-87.933,50,31,40.5,-6,27,36,24, 0,0620,1650, ,0,M,0.0,0.0,29.48,30.24,6.2,24,8.9
2010-10-29,2,41.786,-87.752,50,33,41.5,M,26,36,23, 0,-,-, ,M,M,M,0.0,29.55,30.25,5.3,24,7.0
2010-10-30,1,41.995,-87.933,63,42,52.5, 7,32,42,12, 0,0622,1649, ,0,M,0.0,0.0,29.14,29.88,6.5,25,13.3
2010-10-30,2,41.786,-87.752,63,41,52.0,M,32,42,13, 0,-,-, ,M,M,M,0.0,29.21,29.90,6.1,24,13.3
2010-10-31,1,41.995,-87.933,52,36,44.0,-2,30,38,21, 0,0623,1647, ,0,M,0.0,0.0,29.49,30.20,5.8,1,6.9
2010-10-31,2,41.786,-87.752,52,39,45.5,M,31,40,19, 0,-,-, ,M,M,M,0.0,29.55,30.20,9.0,3,9.9
2011-05-01,1,41.995,-87.933,63,47,55.0, 2,37,47,10, 0,0448,1849, ,0,M,0.0,0.0,29.26,29.95,11.4,26,11.9
2011-05-01,2,41.786,-87.752,64,52,58.0,M,37,48,7, 0,-,-, ,M,M,M,0.0,29.32,29.94,11.2,26,11.6
2011-05-02,1,41.995,-87.933,59,42,50.5,-3,31,42,14, 0,0447,1850, ,0,M,0.0,0.0,29.46,30.17,5.3,36,9.9
2011-05-02,2,41.786,-87.752,60,43,51.5,M,31,42,13, 0,-,-, ,M,M,M,0.0,29.52,30.16,4.6,36,9.9
2011-05-03,1,41.995,-87.933,50,37,43.5,-10,31,38,21, 0,0446,1851,RA,0,M,0.0,0.0,29.50,30.23,6.7,3,7.6
2011-05-03,2,41.786,-87.752,51,38,44.5,M,30,38,20, 0,-,-,DZ,M,M,M,0.0,29.56,30.23,8.2,2,8.7
2011-05-04,1,41.995,-87.933,59,37,48.0,-6,29,40,17, 0,0444,1852, ,0,M,0.0,0.0,29.63,30.37,4.6,3,7.6
2011-05-04,2,41.786,-87.752,57,37,47.0,M,29,40,18, 0,-,-, ,M,M,M,0.0,29.70,30.37,4.9,3,7.3
2011-05-05,1,41.995,-87.933,63,35,49.0,-6,40,46,16, 0,0443,1853,RA BR,0,M,0.0,0.06,29.33,30.12,10.9,20,11.5
2011-05-05,2,41.786,-87.752,62,41,51.5,M,39,46,13, 0,-,-,RA,M,M,M,0.1,29.40,30.13,10.4,19,10.9
2011-05-06,1,41.995,-87.933,68,44,56.0, 1,39,48,9, 0,0442,1855,RA,0,M,0.0,0.0,29.11,29.87,6.8,28,7.8
2011-05-06,2,41.786,-87.752,69,45,57.0,M,39,49,8, 0,-,-,BR,M,M,M,0.0,29.18,29.87,7.9,27,9.3
2011-05-07,1,41.995,-87.933,60,43,51.5,-3,44,48,13, 0,0441,1856, ,0,M,0.0,0.0,29.13,29.85,5.1,5,6.9
2011-05-07,2,41.786,-87.752,60,46,53.0,M,46,50,12, 0,-,-, ,M,M,M,0.0,29.18,29.84,5.3,5,7.9
2011-05-08,1,41.995,-87.933,68,39,53.5,-2,43,49,11, 0,0439,1857, ,0,M,0.0,0.0,29.27,29.98,6.6,6,7.2
2011-05-08,2,41.786,-87.752,68,44,56.0,M,44,50,9, 0,-,-, ,M,M,M,0.0,29.33,29.97,6.9,6,7.8
